螺丝钉,luósīdīng,Đinh vít,他拧紧了螺丝钉。,Anh ấy đã vặn chặt con ốc vít.
落成,luòchéng,Hoàn thành (công trình),新楼已经落成。,Tòa nhà mới đã hoàn thành.
落实,luòshí,"Thực hiện, thực thi",计划得到了落实。,Kế hoạch đã được thực hiện.
络绎不绝,luòyìbùjué,Liên tục không dứt,游客络绎不绝。,Du khách đến không ngớt.
屡次,lǚcì,Nhiều lần,他屡次犯错。,Anh ta phạm lỗi nhiều lần.
履行,lǚxíng,"Thực hiện, thi hành",我们必须履行合同。,Chúng ta phải thực hiện hợp đồng.
掠夺,lüèduó,Cướp bóc,海盗掠夺了船只。,Hải tặc đã cướp bóc con tàu.
略微,lüèwēi,"Hơi, một chút",她略微有点紧张。,Cô ấy hơi căng thẳng một chút.
麻痹,mábì,Tê liệt,他对危险的麻痹使他受伤。,Sự chủ quan trước nguy hiểm khiến anh ấy bị thương.
麻木,mámù,"Tê dại, tê liệt",他的手指麻木了。,Ngón tay của anh ấy đã bị tê liệt.
麻醉,mázuì,Gây mê,医生给他注射了麻醉药。,Bác sĩ đã tiêm thuốc gây mê cho anh ấy.
码头,mǎtóu,Bến cảng,码头上停满了船只。,Bến tàu đầy tàu thuyền đậu.
嘛,ma,"Mà, nhé",你说什么呢？嘛，我不明白。,"Bạn nói gì vậy? Hả, tôi không hiểu."
埋伏,máifú,Mai phục,他在树林里埋伏。,Anh ấy đang phục kích trong rừng.
埋没,máimò,"Chôn vùi, vùi lấp",他的才能被埋没了。,Tài năng của anh ấy bị vùi lấp.
埋葬,máizàng,Chôn cất,他被埋葬在山上。,Anh ấy được chôn cất trên núi.
迈,mài,Bước,他迈出了第一步。,Anh ấy đã bước ra bước đầu tiên.
脉搏,màibó,"Mạch đập, nhịp đập",医生检查了他的脉搏。,Bác sĩ đã kiểm tra nhịp đập của anh ấy.
埋怨,mányuàn,Oán trách,她埋怨自己没有抓住机会。,Cô ấy tự trách mình không nắm bắt cơ hội.
漫长,màncháng,Dài đằng đẵng,漫长的等待让人很疲惫。,Sự chờ đợi dài đằng đẵng khiến người ta mệt mỏi.
漫画,mànhuà,Truyện tranh,他喜欢看漫画。,Anh ấy thích đọc truyện tranh.
慢性,mànxìng,Mãn tính,他患有慢性疾病。,Anh ấy mắc bệnh mãn tính.
蔓延,mànyán,Lan rộng,火势迅速蔓延。,Ngọn lửa lan nhanh chóng.
忙碌,mánglù,Bận rộn,他忙碌了一整天。,Anh ấy bận rộn cả ngày.
茫茫,mángmáng,Mênh mông,茫茫的草原看不到尽头。,Đồng cỏ mênh mông không thấy điểm cuối.
盲目,mángmù,Mù quáng,他盲目地跟随别人。,Anh ta mù quáng đi theo người khác.
茫然,mángrán,"Mờ mịt, ngơ ngác",她茫然不知所措。,Cô ấy mờ mịt không biết phải làm gì.
冒充,màochōng,Giả danh,他冒充医生进入了医院。,Anh ta giả làm bác sĩ vào bệnh viện.
茂盛,màoshèng,Tươi tốt,花园里花草茂盛。,Hoa cỏ trong vườn tươi tốt.
枚,méi,"Cái, hạt (lượng từ)",他递给我一枚硬币。,Anh ấy đưa cho tôi một đồng xu.
媒介,méijiè,"Môi giới, trung gian",互联网是重要的媒介。,Internet là phương tiện quan trọng.
媒体,méitǐ,Phương tiện truyền thông,新闻媒体报道了这个消息。,Các phương tiện truyền thông đưa tin về việc này.
没辙,méi zhé,"Hết cách, bó tay",我真是没辙了。,Tôi thực sự hết cách rồi.
美观,měiguān,Đẹp đẽ,他的设计很美观。,Thiết kế của anh ấy rất đẹp mắt.
美满,měimǎn,"Hạnh phúc, mỹ mãn",他们的生活很美满。,Cuộc sống của họ rất viên mãn.
美妙,měimiào,Tuyệt vời,这段音乐真是美妙。,Đoạn nhạc này thật là tuyệt vời.
门诊,ménzhěn,Khám bệnh,医院有一个门诊部。,Bệnh viện có một khoa khám bệnh.
蒙,mēng,"Bị lừa, bịp bợm",他蒙着眼睛走路。,Anh ấy đi bộ bịt mắt.
萌芽,méngyá,"Mầm mống, nảy mầm",春天来了，花朵开始萌芽。,"Mùa xuân đến, hoa bắt đầu đâm chồi."
猛烈,měngliè,Mãnh liệt,他猛烈地摇晃着树枝。,Anh ấy lắc mạnh cành cây.
梦想,mèngxiǎng,"Mộng tưởng, ước mơ",他的梦想终于实现了。,Ước mơ của anh ấy cuối cùng đã thành hiện thực.
眯,mī,Híp mắt,她眯起眼睛看东西。,Cô ấy nheo mắt nhìn đồ vật.
弥补,míbǔ,Bù đắp,我们需要弥补错误。,Chúng ta cần sửa chữa lỗi lầm.
迷惑,míhuò,Mê hoặc,他的解释让我迷惑。,Lời giải thích của anh ấy khiến tôi bối rối.
弥漫,mímàn,"Lan toả, dâng tràn",整个房间弥漫着香气。,Cả căn phòng tràn ngập hương thơm.
迷人,mírén,Quyến rũ,她有一双迷人的眼睛。,Cô ấy có đôi mắt quyến rũ.
迷失,míshī,Lạc mất,他在陌生的城市迷失了方向。,Anh ấy bị lạc đường trong thành phố xa lạ.
迷信,míxìn,Mê tín,他非常迷信，不敢做坏事。,"Anh ấy rất mê tín, không dám làm điều xấu."
密度,mìdù,Mật độ,这座城市的建筑密度很高。,Mật độ xây dựng của thành phố này rất cao.
密封,mìfēng,Niêm phong,我们需要密封这些文件。,Chúng ta cần niêm phong những tài liệu này.
免得,miǎnde,"Tránh, khỏi phải",请戴上口罩，免得感冒。,Vui lòng đeo khẩu trang để tránh cảm lạnh.
勉励,miǎnlì,Khuyến khích,他勉励学生们努力学习。,Anh ấy khuyến khích học sinh học tập chăm chỉ.
勉强,miǎnqiǎng,"Cố gắng, miễn cưỡng",他勉强同意了我们的建议。,Anh ấy miễn cưỡng đồng ý với đề nghị của chúng tôi.
免疫,miǎnyì,Miễn dịch,这种病很难免疫。,Loại bệnh này rất khó để miễn dịch.
面貌,miànmào,"Diện mạo, dung mạo",他的面貌变了很多。,Diện mạo của anh ấy đã thay đổi nhiều.
面子,miànzi,Thể diện,他很在意自己的面子。,Anh ấy rất quan tâm đến thể diện của mình.
描绘,miáohuì,Miêu tả,他描绘了一幅美丽的画。,Anh ấy vẽ một bức tranh đẹp.
渺小,miǎoxiǎo,Nhỏ bé,这个村庄非常渺小。,Ngôi làng này rất nhỏ bé.
蔑视,mièshì,"Coi thường, khinh miệt",他蔑视别人的意见。,Anh ấy khinh thường ý kiến của người khác.
灭亡,mièwáng,Diệt vong,这个王朝灭亡了。,Triều đại này đã diệt vong.
民间,mínjiān,Dân gian,民间故事很有趣。,Truyện dân gian rất thú vị.
民用,mínyòng,Dân dụng,这些产品主要是民用的。,Những sản phẩm này chủ yếu là dân dụng.
敏感,mǐngǎn,Nhạy cảm,他对外界非常敏感。,Anh ấy rất nhạy cảm với thế giới bên ngoài.
敏捷,mǐnjié,Nhanh nhẹn,她的动作非常敏捷。,Động tác của cô ấy rất nhanh nhẹn.
敏锐,mǐnruì,Nhạy bén,他的思维非常敏锐。,Tư duy của anh ấy rất sắc bén.
名次,míngcì,Thứ hạng,比赛名次已经公布。,Thứ hạng của cuộc thi đã được công bố.
名额,míng'é,"Số người, số lượng quy định",这个活动有固定的名额。,Hoạt động này có số lượng chỗ cố định.
名副其实,míngfùqíshí,Danh xứng kỳ thực,他是名副其实的专家。,Anh ấy là chuyên gia thực thụ.
明明,míngmíng,Rõ ràng,他明明知道却装作不懂。,Anh ấy rõ ràng biết nhưng lại giả vờ không biết.
名誉,míngyù,Danh dự,他的名誉受到了损害。,Danh tiếng của anh ấy bị tổn hại.
命名,mìngmíng,Đặt tên,我们需要给这个产品命名。,Chúng ta cần đặt tên cho sản phẩm này.
摸索,mōsuǒ,Mò mẫm,他在黑暗中摸索前行。,Anh ấy dò dẫm tiến về phía trước trong bóng tối.
膜,mó,Màng,显微镜下可以看到膜。,Có thể nhìn thấy màng dưới kính hiển vi.
摩擦,mócā,"Ma sát, cọ sát",他们之间摩擦不断。,Giữa họ không ngừng có xích mích.
模范,mófàn,Gương mẫu,他是一个模范学生。,Anh ấy là một học sinh gương mẫu.
魔鬼,móguǐ,Ma quỷ,电影里的魔鬼吓坏了我。,Con quỷ trong phim khiến tôi sợ hãi.
磨合,móhé,"Mài giũa, hoà hợp",他们需要时间磨合。,Họ cần thời gian để hòa hợp.
模式,móshì,"Mô thức, kiểu mẫu",这种模式很受欢迎。,Mô hình này rất được ưa chuộng.
魔术,móshù,Ảo thuật,他的魔术表演很精彩。,Màn biểu diễn ảo thuật của anh ấy rất xuất sắc.
模型,móxíng,Mô hình,这个模型很逼真。,Mô hình này rất chân thực.
抹杀,mǒshā,"Phủ nhận, xoá bỏ",他们试图抹杀证据。,Họ cố gắng xóa bỏ chứng cứ.
莫名其妙,mòmíngqímiào,Không thể hiểu nổi,他突然莫名其妙地笑了起来。,Anh ấy đột nhiên cười mà không rõ lý do.
默默,mòmò,"Lặng lẽ, âm thầm",他默默地离开了房间。,Anh ấy lặng lẽ rời khỏi phòng.
墨水儿,mòshuǐr,Mực viết,这瓶墨水儿很贵。,Lọ mực này rất đắt.
谋求,móuqiú,Mưu cầu,他正在谋求新的工作机会。,Anh ấy đang tìm kiếm cơ hội công việc mới.
模样,múyàng,"Hình dáng, dáng vẻ",她的模样很像她的母亲。,Vẻ ngoài của cô ấy rất giống mẹ cô ấy.
母语,mǔyǔ,Tiếng mẹ đẻ,他的母语是英语。,Tiếng mẹ đẻ của anh ấy là tiếng Anh.
目睹,mùdǔ,"Mắt thấy, chứng kiến",我亲眼目睹了事故发生。,Tôi đã tận mắt chứng kiến tai nạn xảy ra.
目光,mùguāng,Ánh mắt,他目光坚定地看着前方。,Anh ấy nhìn chằm chằm về phía trước với ánh mắt kiên định.
沐浴,mùyù,Tắm gội,他喜欢在早晨沐浴阳光。,Anh ấy thích tắm nắng vào buổi sáng.
拿手,náshǒu,"Giỏi, sở trường",她很拿手做蛋糕。,Cô ấy rất giỏi làm bánh.
纳闷儿,nàmènr,"Bồn chồn, khó hiểu",他感到有点纳闷儿。,Anh ấy cảm thấy hơi thắc mắc.
耐用,nàiyòng,"Bền, dùng lâu",这种材料非常耐用。,Loại vật liệu này rất bền.
难得,nándé,"Khó có được, hiếm có",他难得回家一次。,Anh ấy hiếm khi về nhà một lần.
难堪,nánkān,"Khó chịu, khó xử",他的表现让人难堪。,Biểu hiện của anh ấy khiến người ta khó xử.
难免,nánmiǎn,"Khó tránh, khó khỏi",犯错误是难免的。,Sai lầm là điều khó tránh khỏi.
难能可贵,nánnéngkěguì,Đáng khen ngợi,他在这方面的成就难能可贵。,Thành tựu của anh ấy trong lĩnh vực này rất đáng quý.
恼火,nǎohuǒ,"Bực mình, tức giận",他对这件事感到非常恼火。,Anh ấy rất bực mình về chuyện này.
内涵,nèihán,"Nội hàm, hàm súc",这本书的内涵很深。,Nội hàm của cuốn sách này rất sâu sắc.
内幕,nèimù,"Bên trong, nội tình",我不知道这件事的内幕。,Tôi không biết nội tình của chuyện này.
内在,nèizài,"Nội tại, bên trong",她有丰富的内在美。,Cô ấy có vẻ đẹp nội tâm phong phú.
能量,néngliàng,Năng lượng,阳光给我们带来了能量。,Ánh sáng mặt trời mang lại năng lượng cho chúng ta.
嗯,ń,"Ừ, ừm",嗯，我明白了。,"Ừm, tôi hiểu rồi."
拟定,nǐdìng,"Đề ra, vạch ra",他们正在拟定新计划。,Họ đang lập kế hoạch mới.
年度,niándù,"Niên độ, hàng năm",我们的年度报告很详细。,Báo cáo hàng năm của chúng tôi rất chi tiết.
捏,niē,"Nặn, bóp",她捏了一下他的脸。,Cô ấy véo má anh ấy một cái.
拧,níng,"Vặn, xoay",他拧开了水龙头。,Anh ấy vặn mở vòi nước.
凝固,nínggù,"Đóng băng, đông cứng",水变冷后会凝固。,Nước sẽ đông lại khi lạnh.
凝聚,níngjù,Ngưng tụ,团队需要凝聚力。,Đội cần sự gắn kết.
凝视,níngshì,Nhìn chằm chằm,她凝视着远方的山脉。,Cô ấy nhìn chăm chú vào dãy núi ở xa.
宁肯,nìngkěn,"Thà rằng, thà",我宁肯独自解决问题。,Tôi thà tự mình giải quyết vấn đề.
宁愿,nìngyuàn,"Thà, thà rằng",他宁愿放弃也不想继续。,Anh ấy thà bỏ cuộc còn hơn tiếp tục.
纽扣儿,niǔkòur,"Khuy áo, cúc áo",他的衬衫纽扣儿掉了。,Nút áo sơ mi của anh ấy rơi rồi.
扭转,niǔzhuǎn,"Xoay chuyển, xoay ngược",他们正在努力扭转局面。,Họ đang cố gắng xoay chuyển tình thế.
浓厚,nónghòu,"Đậm đặc, sâu đậm",他对这项工作充满了浓厚的兴趣。,Anh ấy rất hứng thú với công việc này.
农历,nónglì,"Lịch âm, âm lịch",农历新年快到了。,Tết Âm lịch sắp đến rồi.
奴隶,núlì,Nô lệ,他是一个奴隶主。,Anh ấy là một chủ nô.
挪,nuó,"Chuyển, dời",他把桌子挪到窗边。,Anh ấy di chuyển bàn đến cạnh cửa sổ.
虐待,nüèdài,Ngược đãi,他被指控虐待动物。,Anh ấy bị cáo buộc ngược đãi động vật.
哦,ó,"Ồ, a",哦，我明白了。,"Ồ, tôi hiểu rồi."
殴打,ōudǎ,Đánh đập,他被殴打得很严重。,Anh ấy bị đánh rất nghiêm trọng.
欧洲,Ōuzhōu,Châu Âu,他计划去欧洲旅游。,Anh ấy dự định đi du lịch châu Âu.
呕吐,ǒutù,Nôn mửa,他吃了不干净的食物后呕吐了。,Anh ấy nôn mửa sau khi ăn thức ăn không sạch.
趴,pā,"Nằm sấp, phủ phục",他趴在桌子上睡觉。,Anh ấy nằm bò trên bàn ngủ.
排斥,páichì,"Bài xích, loại trừ",他总是排斥新的观点。,Anh ấy luôn bác bỏ những quan điểm mới.
排除,páichú,"Loại trừ, loại bỏ",我们必须排除所有可能的风险。,Chúng ta phải loại trừ mọi rủi ro có thể xảy ra.
排放,páifàng,"Thải ra, xả thải",这家工厂排放大量废气。,Nhà máy này thải ra một lượng lớn khí thải.
徘徊,páihuái,"Đi loanh quanh, lưỡng lự",他在街上徘徊。,Anh ấy đi lại lững thững trên phố.
派别,pàibié,"Phái, bè phái",他们是不同的派别。,Họ thuộc các phe phái khác nhau.
派遣,pàiqiǎn,"Phái đi, cử đi",公司派遣他去国外出差。,Công ty cử anh ấy đi công tác nước ngoài.
攀登,pāndēng,"Leo, trèo",他喜欢攀登高山。,Anh ấy thích leo núi.
盘旋,pánxuán,Lượn quanh,直升机在空中盘旋。,Trực thăng bay vòng trên không.
畔,pàn,"Bờ, cạnh",小溪在山畔流淌。,Suối nhỏ chảy dọc theo sườn núi.
判决,pànjué,Phán quyết,法院宣布了判决。,Tòa án đã tuyên án.
庞大,pángdà,"To lớn, khổng lồ",这家公司规模庞大。,Công ty này có quy mô rất lớn.
抛弃,pāoqì,"Vứt bỏ, bỏ rơi",他决定抛弃旧习惯。,Anh ấy quyết định từ bỏ thói quen cũ.
泡沫,pàomò,"Bọt, bong bóng",这种泡沫塑料很轻。,Loại xốp này rất nhẹ.
培训,péixùn,"Đào tạo, huấn luyện",公司提供员工培训。,Công ty cung cấp đào tạo cho nhân viên.
培育,péiyù,"Bồi dưỡng, nuôi dưỡng",农民们正在培育新作物。,Nông dân đang nuôi trồng cây trồng mới.
配备,pèibèi,Trang bị,我们需要配备更好的设备。,Chúng ta cần trang bị thiết bị tốt hơn.
配偶,pèi'ǒu,"Bạn đời, vợ/chồng",他找到了理想的配偶。,Anh ấy đã tìm thấy người bạn đời lý tưởng.
配套,pèitào,"Đồng bộ, hoàn chỉnh",这个项目已经配套完成。,Dự án này đã hoàn thành toàn bộ.
盆地,péndì,Thung lũng,这个盆地非常肥沃。,Lưu vực này rất màu mỡ.
烹饪,pēngrèn,"Nấu ăn, nấu nướng",她对烹饪很有兴趣。,Cô ấy rất hứng thú với nấu nướng.
捧,pěng,"Nâng, bưng",她捧着一束鲜花。,Cô ấy cầm một bó hoa tươi.
劈,pī,"Chẻ, bổ",他劈开了木头。,Anh ấy bổ gỗ ra.
批发,pīfā,Bán buôn,他们批发了大量商品。,Họ bán buôn một lượng lớn hàng hóa.
批判,pīpàn,"Phê phán, phê bình",他的言论受到了批判。,Lời nói của anh ấy bị chỉ trích.
疲惫,píbèi,"Mệt mỏi, mệt lả",工作让他感到疲惫。,Công việc khiến anh ấy cảm thấy mệt mỏi.
皮革,pígé,Da thuộc,这件皮革制品很贵。,Sản phẩm làm từ da này rất đắt.
疲倦,píjuàn,"Mệt mỏi, chán chường",他看起来很疲倦。,Anh ấy trông rất mệt mỏi.
脾气,píqi,"Tính tình, tính khí",他的脾气很暴躁。,Anh ấy có tính khí rất nóng nảy.
屁股,pìgu,"Mông, đít",他摔倒在地上，屁股很痛。,Anh ấy ngã xuống đất và mông rất đau.
譬如,pìrú,Ví dụ như,譬如说，你可以试试这个方法。,"Ví dụ như, bạn có thể thử phương pháp này."
偏差,piānchā,"Sai lệch, lệch lạc",这个计划存在偏差。,Kế hoạch này có sự sai lệch.
偏见,piānjiàn,"Định kiến, thành kiến",他对她有偏见。,Anh ấy có thành kiến với cô ấy.
偏僻,piānpì,"Hẻo lánh, xa xôi",他们住在一个偏僻的村庄。,Họ sống ở một ngôi làng hẻo lánh.
偏偏,piānpiān,"Cố ý, cố tình",他偏偏喜欢这个。,Anh ấy lại thích cái này.
片段,piànduàn,"Đoạn, mảnh",这只是故事的一个片段。,Đây chỉ là một đoạn của câu chuyện.
片刻,piànkè,Khoảnh khắc,请等待片刻。,Vui lòng chờ một chút.
漂浮,piāofú,"Nổi, lơ lửng",小船在湖面上漂浮。,Chiếc thuyền nhỏ trôi nổi trên mặt hồ.
飘扬,piāoyáng,Bay phấp phới,旗帜在风中飘扬。,Lá cờ tung bay trong gió.
拼搏,pīnbó,"Phấn đấu, nỗ lực",他为了梦想拼搏。,Anh ấy phấn đấu vì ước mơ.
拼命,pīnmìng,"Liều mạng, cố hết sức",他拼命工作。,Anh ấy làm việc hết sức mình.
贫乏,pínfá,Nghèo nàn,资源贫乏使得发展困难。,Thiếu tài nguyên khiến việc phát triển khó khăn.
频繁,pínfán,"Thường xuyên, nhiều lần",最近他的活动很频繁。,Gần đây các hoạt động của anh ấy rất thường xuyên.
贫困,pínkùn,"Nghèo khổ, nghèo khó",这个地区非常贫困。,Khu vực này rất nghèo.
频率,pínlǜ,Tần suất,我们需要提高学习的频率。,Chúng ta cần tăng tần suất học tập.
品尝,pǐncháng,"Nếm, thưởng thức",他品尝了所有的菜肴。,Anh ấy đã nếm thử tất cả các món ăn.
品德,pǐndé,Đức hạnh,他是一个有高尚品德的人。,Anh ấy là người có phẩm chất cao quý.
品行,pǐnxíng,"Hạnh kiểm, hành vi",他的品行无可挑剔。,Hành vi của anh ấy không chê vào đâu được.
品质,pǐnzhì,Chất lượng,他们的产品品质很好。,Sản phẩm của họ có chất lượng rất tốt.
平凡,píngfán,Bình thường,他是一个平凡的人。,Anh ấy là một người bình thường.
评估,pínggū,Đánh giá,我们需要评估这个项目的风险。,Chúng ta cần đánh giá rủi ro của dự án này.
评论,pínglùn,Bình luận,他的评论很中肯。,Nhận xét của anh ấy rất thẳng thắn.
平面,píngmiàn,Bề mặt phẳng,这是一幅美丽的平面图。,Đây là một bản vẽ phẳng đẹp.
平坦,píngtǎn,Bằng phẳng,这条路很平坦。,Con đường này rất bằng phẳng.
平行,píngxíng,Song song,他们是平行线。,Họ là những đường song song.
平原,píngyuán,Đồng bằng,这个平原很广阔。,Đồng bằng này rất rộng lớn.
屏障,píngzhàng,"Hàng rào, tường chắn",树木形成了天然屏障。,Cây cối tạo thành một rào chắn tự nhiên.
坡,pō,"Dốc, sườn dốc",他们从山坡上滑下来。,Họ trượt xuống từ sườn núi.
泼,pō,"Té, hắt",他把水泼在了地上。,Anh ấy hắt nước xuống đất.
颇,pō,"Khá, hơi",他的观点颇受争议。,Quan điểm của anh ấy khá gây tranh cãi.
迫不及待,pòbùjídài,Không thể chờ được,我迫不及待地想告诉你这个好消息。,Tôi không thể chờ đợi để kể cho bạn nghe tin tốt này.
迫害,pòhài,"Bức hại, đàn áp",他因言论而受到迫害。,Anh ấy bị đàn áp vì phát ngôn của mình.
破例,pòlì,Phá lệ,这次我们破例允许他参加。,Lần này chúng tôi phá lệ cho phép anh ấy tham gia.
魄力,pòlì,"Quyết đoán, dũng khí",她有很大的魄力。,Cô ấy có sự quyết đoán lớn.
扑,pū,"Vồ, bổ nhào",他扑向了前面的敌人。,Anh ấy lao về phía kẻ địch phía trước.
铺,pū,"Trải, bày",他们在地上铺了一张毯子。,Họ trải một tấm thảm trên mặt đất.
普及,pǔjí,Phổ cập,这本书的内容很普及。,Nội dung của cuốn sách này rất phổ biến.
朴实,pǔshí,"Chất phác, giản dị",他的生活非常朴实。,Cuộc sống của anh ấy rất giản dị.
瀑布,pùbù,Thác nước,我们去了一个美丽的瀑布。,Chúng tôi đã đến thăm một thác nước đẹp.
欺负,qīfu,"Bắt nạt, ức hiếp",他总是欺负弱小。,Anh ấy luôn bắt nạt kẻ yếu.
凄凉,qīliáng,"Thê lương, buồn bã",这个地方显得很凄凉。,Nơi này trông rất hoang vắng.
欺骗,qīpiàn,Lừa dối,他被朋友欺骗了。,Anh ấy bị bạn bè lừa gạt.
期望,qīwàng,"Kỳ vọng, mong đợi",我对你的期望很高。,Tôi có kỳ vọng rất cao về bạn.
期限,qīxiàn,Thời hạn,请在期限内完成任务。,Hãy hoàn thành nhiệm vụ trong thời hạn.
奇妙,qímiào,Kỳ diệu,这个地方有很多奇妙的事情。,Nơi này có rất nhiều điều kỳ diệu.
旗袍,qípáo,Sườn xám,她穿了一件漂亮的旗袍。,Cô ấy mặc một chiếc sườn xám đẹp.
齐全,qíquán,"Đầy đủ, trọn vẹn",这个房间设备齐全。,Phòng này được trang bị đầy đủ.
歧视,qíshì,Kỳ thị,我们必须杜绝歧视。,Chúng ta phải loại trừ sự phân biệt đối xử.
齐心协力,qíxīnxiélì,Đồng tâm hiệp lực,大家齐心协力完成了任务。,Mọi người đồng lòng hoàn thành nhiệm vụ.
旗帜,qízhì,"Cờ, biểu ngữ",国旗在空中飘扬。,Quốc kỳ bay phấp phới trên không.
起草,qǐcǎo,Khởi thảo,他负责起草这份文件。,Anh ấy chịu trách nhiệm soạn thảo văn bản này.
启程,qǐchéng,Khởi hành,我们明天启程去旅行。,Ngày mai chúng tôi bắt đầu chuyến đi.
起初,qǐchū,"Ban đầu, lúc đầu",起初他不太愿意。,Lúc đầu anh ấy không muốn lắm.
起伏,qǐfú,"Nhấp nhô, thăng trầm",这条路起伏不平。,Con đường này gập ghềnh không bằng phẳng.
乞丐,qǐgài,"Ăn mày, ăn xin",乞丐在街上乞讨。,Người ăn xin xin ăn trên phố.
起哄,qǐhòng,"Gây rối, quấy phá",孩子们在起哄。,Trẻ con đang làm ồn.
起码,qǐmǎ,"Tối thiểu, ít nhất",起码你应该道歉。,Ít nhất bạn nên xin lỗi.
启示,qǐshì,"Gợi ý, khơi dậy",这件事给了我很大的启示。,Việc này đã cho tôi một bài học lớn.
启事,qǐshì,Thông báo,公告栏上贴了一个启事。,Trên bảng thông báo có dán một thông báo.
起义,qǐyì,Khởi nghĩa,他们策划了一场起义。,Họ lên kế hoạch cho một cuộc khởi nghĩa.
岂有此理,qǐyǒucǐlǐ,Lẽ nào lại thế,这种行为真是岂有此理。,Hành vi này thật là vô lý.
起源,qǐyuán,Nguồn gốc,文化起源于生活。,Văn hóa bắt nguồn từ cuộc sống.
器材,qìcái,"Thiết bị, dụng cụ",运动器材已经准备好了。,Thiết bị thể thao đã sẵn sàng.
气概,qìgài,Khí phách,他有很大的气概。,Anh ấy có khí chất rất mạnh mẽ.
气功,qìgōng,Khí công,他在练气功。,Anh ấy đang tập khí công.
器官,qìguān,Cơ quan (cơ thể),人体的器官很复杂。,Cơ quan của cơ thể người rất phức tạp.
迄今为止,qìjīnwéizhǐ,Cho đến nay,迄今为止，一切顺利。,"Cho đến nay, mọi thứ đều suôn sẻ."
气魄,qìpò,"Khí phách, dũng khí",他的气魄令人敬佩。,Khí phách của anh ấy làm mọi người khâm phục.
气色,qìsè,Thần sắc,他的气色很好。,Sắc mặt của anh ấy rất tốt.
气势,qìshì,Khí thế,他的气势很强。,Khí thế của anh ấy rất mạnh.
气味,qìwèi,"Mùi hương, mùi vị",这花闻起来有特殊的气味。,Hoa này có mùi đặc biệt khi ngửi.
气象,qìxiàng,Khí tượng,气象预报说今天有雨。,Dự báo thời tiết nói hôm nay có mưa.
气压,qìyā,Áp suất không khí,我们要考虑气压变化。,Chúng ta phải cân nhắc sự thay đổi áp suất không khí.
掐,qiā,"Véo, ngắt",她掐了一朵花。,Cô ấy ngắt một bông hoa.
恰当,qiàdàng,"Thích hợp, hợp lý",这次会议的安排非常恰当。,Sắp xếp của cuộc họp lần này rất hợp lý.
恰到好处,qiàdàohǎochù,"Vừa vặn, đúng chỗ",他做事总是恰到好处。,Anh ấy luôn làm mọi việc rất khéo léo.
恰巧,qiàqiǎo,"Đúng lúc, khéo léo",恰巧我们有相同的兴趣爱好。,Tình cờ chúng ta có cùng sở thích.
洽谈,qiàtán,"Thảo luận, bàn bạc",他们在洽谈合作事宜。,Họ đang thảo luận về hợp tác.
牵扯,qiānchě,"Dính líu, liên lụy",这个问题牵扯到很多人。,Vấn đề này liên quan đến nhiều người.
签订,qiāndìng,Ký kết,他们签订了合同。,Họ đã ký hợp đồng.
千方百计,qiānfāngbǎijì,Trăm phương ngàn kế,我们千方百计地解决问题。,Chúng tôi cố gắng hết sức để giải quyết vấn đề.
迁就,qiānjiù,"Nhường nhịn, nhún nhường",他总是迁就别人。,Anh ấy luôn nhường nhịn người khác.
签署,qiānshǔ,"Ký, phê chuẩn",双方签署了协议。,Hai bên đã ký thỏa thuận.
迁徙,qiānxǐ,"Di cư, chuyển chỗ ở",动物在季节变化时会迁徙。,Động vật sẽ di cư khi thay đổi mùa.
谦逊,qiānxùn,Khiêm tốn,他很谦逊，从不夸耀。,"Anh ấy rất khiêm tốn, không bao giờ khoe khoang."
牵制,qiānzhì,"Kìm chế, ràng buộc",她的发言起到了牵制作用。,Phát biểu của cô ấy có tác dụng kiềm chế.
前景,qiánjǐng,Triển vọng,公司的前景很光明。,Triển vọng của công ty rất tươi sáng.
潜力,qiánlì,Tiềm năng,他有很大的潜力。,Anh ấy có tiềm năng lớn.
潜水,qiánshuǐ,Lặn,他喜欢潜水。,Anh ấy thích lặn.
前提,qiántí,Tiền đề,这是合作的前提。,Đây là điều kiện tiên quyết để hợp tác.
潜移默化,qiányímòhuà,Thay đổi ngầm,这种影响是潜移默化的。,Loại ảnh hưởng này là thầm lặng và từ từ.
谴责,qiǎnzé,"Khiển trách, lên án",他们谴责了这种行为。,Họ đã lên án hành động này.
抢劫,qiǎngjié,Cướp bóc,警察阻止了抢劫。,Cảnh sát đã ngăn chặn vụ cướp.
强制,qiángzhì,"Ép buộc, cưỡng chế",法律强制执行。,Luật pháp được thi hành bắt buộc.
抢救,qiǎngjiù,"Cứu trợ, cấp cứu",他因心脏病被紧急抢救。,Anh ấy được cấp cứu khẩn cấp vì bệnh tim.
强迫,qiǎngpò,"Ép buộc, cưỡng ép",他被迫放弃了梦想。,Anh ấy buộc phải từ bỏ ước mơ.
桥梁,qiáoliáng,"Cầu, cầu nối",这座桥梁连接了两地。,Cây cầu này nối liền hai nơi.
翘,qiào,"Vểnh, nhô lên",她的睫毛很翘。,Lông mi của cô ấy rất cong.
锲而不舍,qiè'érbùshě,Kiên trì không bỏ cuộc,我们要锲而不舍地追求梦想。,Chúng ta phải kiên trì theo đuổi ước mơ.
切实,qièshí,"Thiết thực, cụ thể",我们要采取切实的措施。,Chúng ta phải thực hiện các biện pháp thiết thực.
